scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 5 ; 0.4
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.65
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.4
scheduling3-f1 ; 10 ; 0.55
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.55
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.4
scheduling3-f1 ; 10 ; 0.475
scheduling3-f1 ; 10 ; 0.475
scheduling3-f1 ; 10 ; 0.4
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.575
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.4
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.475
scheduling3-f1 ; 10 ; 0.5
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.8
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 10 ; 0.6
scheduling3-f1 ; 10 ; 0.7
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.825
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.825
scheduling3-f1 ; 15 ; 0.875
scheduling3-f1 ; 15 ; 0.675
scheduling3-f1 ; 15 ; 0.875
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.775
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.75
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.825
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.75
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.6
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.9
scheduling3-f1 ; 15 ; 0.6
scheduling3-f1 ; 15 ; 0.775
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 15 ; 0.85
scheduling3-f1 ; 15 ; 0.825
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.8
scheduling3-f1 ; 15 ; 0.7
scheduling3-f1 ; 20 ; 0.95
scheduling3-f1 ; 20 ; 0.925
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.925
scheduling3-f1 ; 20 ; 0.85
scheduling3-f1 ; 20 ; 0.925
