Baseline ; 5 ; 1.22
Baseline ; 5 ; 0.39
Baseline ; 5 ; 0.07
Baseline ; 5 ; 0.04
Baseline ; 5 ; 0.09
Baseline ; 5 ; 0
Baseline ; 5 ; 0
Baseline ; 5 ; 0
Baseline ; 5 ; 0
Baseline ; 5 ; 0.01
Baseline ; 10 ; 0.09
Baseline ; 10 ; 0.95
Baseline ; 10 ; 0.92
Baseline ; 10 ; 0.99
Baseline ; 10 ; 0.94
Baseline ; 10 ; 0.94
Baseline ; 10 ; 0.93
Baseline ; 10 ; 0.94
Baseline ; 10 ; 0.87
Baseline ; 10 ; 0.9
Baseline ; 15 ; 1.12
Baseline ; 15 ; 1.14
Baseline ; 15 ; 1.08
Baseline ; 15 ; 1.13
Baseline ; 15 ; 1.15
Baseline ; 15 ; 1.61
Baseline ; 15 ; 1.85
Baseline ; 15 ; 1.75
Baseline ; 15 ; 1.81
Baseline ; 15 ; 1.77
Baseline ; 20 ; 3.44
Baseline ; 20 ; 3.3
Baseline ; 20 ; 3.36
Baseline ; 20 ; 3.37
Baseline ; 20 ; 2.89
Baseline ; 20 ; 2.22
Baseline ; 20 ; 1.9
Baseline ; 20 ; 1.82
Baseline ; 20 ; 1.78
Baseline ; 20 ; 2.04
Baseline ; 25 ; 2
Baseline ; 25 ; 2
Baseline ; 25 ; 2
Baseline ; 25 ; 2
Baseline ; 25 ; 2.06
Baseline ; 25 ; 2.01
Baseline ; 25 ; 2
Baseline ; 25 ; 2.01
Baseline ; 25 ; 2
Baseline ; 25 ; 2.08
Baseline ; 30 ; 2.3
Baseline ; 30 ; 2.23
Baseline ; 30 ; 2.88
Baseline ; 30 ; 2.32
Baseline ; 30 ; 2.09
Baseline ; 30 ; 2.78
Baseline ; 30 ; 2.89
Baseline ; 30 ; 2.84
Baseline ; 30 ; 2.52
Baseline ; 30 ; 2.89
Baseline ; 35 ; 2.96
Baseline ; 35 ; 3
Baseline ; 35 ; 3
Baseline ; 35 ; 2.96
Baseline ; 35 ; 2.99
Baseline ; 35 ; 3.04
